parent_asin,title,rating_number,average_rating,main_category,store,price,main_image_url,image_valid,image_note,description_preview
B07N6NRZLD,"MIRA 24 oz Stainless Steel Water Bottle with Straw Lid - Hydro Vacuum Insulated Metal Thermos Flask Keeps Cold for 24 Hours, Hot for 12 Hours - BPA-Free Straw Lid Cap - Black",2329,4.6,Amazon Home,MIRA,17.95,https://m.media-amazon.com/images/I/8146MqMrmvL._AC_SL1500_.jpg,,not checked,
B08N6CW6F8,"Insulated Water Bottle with 3 Lids: Straw, Flip, and Chug - Kids Reusable Ascent Narrow Mouth Stainless Steel Thermos Flask, Ombre: Tropical Seas, 12oz with 3 Lids",2036,4.7,Amazon Home,Simple Modern,,https://m.media-amazon.com/images/I/51EoZqxqk7L._AC_SL1168_.jpg,,not checked,"The Simple Modern Ascent Water Bottle has a double-wall exterior with a vacuum seal between the walls, keeping your beverage hot or cold for hours. Three lids are included with your purchase to give y..."
B07GL7TW82,"MIRA Alpine Water Bottle with 2 Lids, Vacuum Insulated 18/8 Stainless Steel Flask, Durable Shiny Finish, Hydro Bottle - 17 oz (500 ml) - Champagne",2012,4.6,Amazon Home,MIRA Brands,15.95,https://m.media-amazon.com/images/I/811PKzahpWL._AC_SL1500_.jpg,,not checked,
B089G5PXZS,Simple Modern Personalized Gift Summit 18oz - Straw Lid Water Bottle - Customized Name for Men Women Kids Father Dad Stainless Steel Thermos Flask Vacuum Insulated Ombre: Moonlight,1797,4.8,Amazon Home,Simple Modern,,https://m.media-amazon.com/images/I/51U-3hf1AAL._AC_SL1500_.jpg,,not checked,
B07SQGNN34,"MIRA 12 oz Stainless Steel Water Bottle - Metal Thermos Flask Keeps Cold for 24 Hours, Hot for 12 Hours - Wide Mouth & Double Wall Vacuum Insulated - Black",1600,4.7,Amazon Home,MIRA,15.95,https://m.media-amazon.com/images/I/61teDP98uBL._AC_SL1353_.jpg,,not checked,
B07PLMNX5M,FUEL Backpack with Lunch Box Combo – 18” Two Compartment Water Resistant Durable Adjustable Straps with Side Water Bottle Pockets 2 in 1 Set - Purple Galaxy,1493,4.6,,FUEL,18.0,https://m.media-amazon.com/images/I/91-xID6QVqL._AC_SL1500_.jpg,,not checked,"What better way to show off your Fuel backpack, than with a matching lunch bag? This bundle comes with a stylish and dependable backpack, which offers two main storage compartments along with an inner..."
B0BLSS64BG,"Insulated Water Bottle - Metal Water Bottle with Straw & Spout Lid, 24/32/40/64 oz Stainless Steel Sports Water Bottle with Wide Mouth Keeps Hot and Cold for Kids, Adult, Leak Proof for Gym, Travel",1450,4.6,Amazon Home,Deco-natural,20.99,https://m.media-amazon.com/images/I/61r2gl2Q5pL._AC_SL1500_.jpg,,not checked,
B0C53N5Y9F,"COKTIK 40 oz Sports Water Bottle With Straw,3 Lids, Stainless Steel Vacuum Insulated Water Bottles,Leakproof Lightweight, Keeps Cold and Hot, Great for Travel, Hiking, Biking, Running(Day & Night)",1294,4.8,Amazon Home,COKTIK,26.99,https://m.media-amazon.com/images/I/71I4-juikuL._AC_SL1500_.jpg,,not checked,
B0BRZ6H4B6,"Reusable Boba Cup Bubble Tea Cup 4 Pack, 24Oz Wide Mouth Smoothie Cups with Lid, Silicone Sleeve & Wide Straws, Leakproof Glass Drinking Water Bottle Travel Tumbler Jar for Large Pearl Valentine Gifts",1227,4.6,Amazon Home,Qinline,29.99,https://m.media-amazon.com/images/I/719F5EMNkbS._AC_SL1500_.jpg,,not checked,"You Need to Know Plastic is now hurting our planet in more ways than we can imagine. 500 million plastic straws are used per day in North America alone. Every minute, a million single-use plastic bott..."
B093BJZ89R,"AULEDIO Adjustable Water Bottle Organizer Storage, 2-Tier Stackable Water Bottle Holder Rack, Brone (2 Pack)",1217,4.5,Amazon Home,AULEDIO,13.99,https://m.media-amazon.com/images/I/71P2NSo8t3S._AC_SL1500_.jpg,,not checked,
B07PZ6WXXL,ZONEGRACE 2 Pack White 20 oz and 30 oz Classic Tumbler with Straw Lid Travel Mug Gift Vacuum Insulated Coffee Beer Pint Cup 18/8 Stainless Steel Water Bottle,1174,4.5,Amazon Home,ZONEGRACE,,https://m.media-amazon.com/images/I/61RKHJ9Pr2L._AC_SL1200_.jpg,,not checked,
B07PZ6XD3X,ZONEGRACE 2 Pack Olive Green 20 oz and 30 oz Classic Tumbler with Straw Lid Travel Mug Gift Vacuum Insulated Coffee Beer Pint Cup 18/8 Stainless Steel Water Bottle,1174,4.5,Amazon Home,ZONEGRACE,,https://m.media-amazon.com/images/I/61Kl123ICuL._AC_SL1200_.jpg,,not checked,
B09PGS95JB,"IRON °FLASK Sports Water Bottle - 128 Oz/One Gallon,1 Lid, Vacuum Insulated Stainless Steel, Hot Cold, Double Walled, Thermo Mug, Metal Canteen Jug Growler (Bubble Gum)",1172,4.7,Tools & Home Improvement,IRON °FLASK,60.95,https://m.media-amazon.com/images/I/61qiTucYF7L._AC_SL1500_.jpg,,not checked,
B074M9TTLT,"Long Bottle Brush Cleaner -16"" Bottle Cleaning Brush Flexional Water Bottle Cleaner Washer Tool for Water Bottles,Cup,Tumblers or Wine Stemware",1094,4.5,Amazon Home,FRMARCH,8.99,https://m.media-amazon.com/images/I/61WocBessgL._AC_SL1000_.jpg,,not checked,"Long Bottle Cleaning Brush -16"" Bottle Brush Mugs Cleaner Flexional Cups Bottle Cleaning Brush Tool for Water Bottles,Tumblers or Wine Stemware Product Demensions: Color: The color as shown in the pic..."
B09XMQX656,"BLANKSMALL Tumbler with Lid, Insulated Water Bottle Iced Coffee Mug (20 oz Cow Print), 1 Count (Pack of 1)",1052,4.6,Amazon Home,BLANKSMALL,24.74,https://m.media-amazon.com/images/I/61NOiE8+gBL._AC_SL1500_.jpg,,not checked,
