parent_asin,title,rating_number,average_rating,main_category,store,price,main_image_url,image_valid,image_note,description_preview
B07JHQLFX6,"THRITOP Stand Mixer,Food Mixer with 5QT Mixing Bowl for Bread and Dough– 6 Speed Settings, 600 W New Concept Food Mixer(Elegant Grey)",399,4.0,Amazon Home,THRITOP,,https://m.media-amazon.com/images/I/614CsPTJM1S._AC_SL1500_.jpg,,not checked,
B09LTXF59B,"Just Like Home Stand Mixer, Multicolor",378,4.8,Toys & Games,Just Like Home,,https://m.media-amazon.com/images/I/71T6dHxMUFL._AC_SL1500_.jpg,,not checked,Just Like Home Stand Mixer makes pretend baking a breeze! Your little ones will have hours of fun preparing their next big event!
B091CL123K,"Metal Meat Grinders Attachments for All Kitchenaid Stand Mixers, Electric Food Processor Veggies Shredder Kitchen Aid Mixer Accessories with 2 Sausage Stuffer and 4 Grinding Blades (Silver)",354,4.4,Amazon Home,NEWSETS Airpro,29.99,https://m.media-amazon.com/images/I/71FBZmkV47L._AC_SL1476_.jpg,,not checked,
B016B9ZVCK,"DASH Everyday Stand Mixer, Silver",352,4.0,Amazon Home,DASH,,https://m.media-amazon.com/images/I/715MrvE052L._AC_SL1500_.jpg,,not checked,"The DASH everyday stand mixer is a 2.5Qt pint-sized powerhouse that can whip up everything from whole-wheat pancake batter, to oatmeal cookies, to fluffy egg whites with ease. Whether it is sweet or s..."
B00IXZ9HG2,KitchenAid 4.5 Quart Tilt Stand Mixer,340,4.6,Amazon Home,KitchenAid,,https://m.media-amazon.com/images/I/61teLwas4ML._AC_SL1500_.jpg,,not checked,"This KitchenAid Stand Mixer has a strong 300-watt motor that delivers the power to handle the heaviest mixtures, and mix large batches easily. The 4.5-quart polished stainless steel bowl with ergonomi..."
B08R8F11HY,"Kitchen Mixer Attachment K45DH Coated Dough Attachment for K45 K45SS KSM90 KSM150 Tilt-Head Stand Mixers, 4.5/5.0 Quart Bowel",272,4.6,Amazon Home,Fetechmate,14.87,https://m.media-amazon.com/images/I/51vlqqKmEtL._AC_SL1500_.jpg,,not checked,
B0B818H5D1,"Vospeed Stand Mixer, 660W 6+P Speed Tilt-Head Kitchen Mixer, with 7.5QT Stainless Steel Mixing Bowl, Beater, Dough Hook, Whisk, for Household (Silver)",260,4.6,Amazon Home,Vospeed,109.99,https://m.media-amazon.com/images/I/71nF7TDRtpL._AC_SL1500_.jpg,,not checked,
B0BHH2CM24,"Stand Mixer, 1200W Stainless Steel Mixer 5.3-QT LCD Display Food Mixer, 6+P Speed itchen Electric Mixer Tilt-Head Mixer with Stainless Steel Bowl, Dough Hook, Beater, Whisk",239,4.1,Amazon Home,LILPARTNER,179.99,https://m.media-amazon.com/images/I/7147sfSETGL._AC_SL1494_.jpg,,not checked,
B093LGZJKM,"Ambesonne Fleur De Lis Stand Mixer Cover, Vintage European Lily Aristocratic Dignified Majesty Print, Kitchen Appliance Organizer Bag Cover with Pockets, 6-8 Quarts, Yellow White",199,4.5,Amazon Home,Ambesonne,21.95,https://m.media-amazon.com/images/I/81Kretg7HkL._AC_SL1500_.jpg,,not checked,"Size - 14"" long x 15.5"""" high x 9.5"" wide. Cover for standard size 6-8 quarts stand mixers. Made from - %100 Polyester with foam. Water resistant sturdy fabric. Durable material. Features - Handy pock..."
B08P85XDG2,TOMOON Mixers Accessories K45WW Wire Whip & K45DH Dough Hook & K45B Coated Flat Blade Paddle with Scraper-3 Pieces Attachment for Kit-chen A-id Stand Mixers (1 YEAR Warranty ）,174,4.6,Amazon Home,TOMOON,11.99,https://m.media-amazon.com/images/I/51ajkJwCUzL._AC_SL1500_.jpg,,not checked,
B07G7G49Q9,SuperSpatch Silicone Spatula for Stand Mixers by JoSpatch,169,4.5,Amazon Home,JoSpatch,15.86,https://m.media-amazon.com/images/I/41tvb50O9XL._AC_SL1008_.jpg,,not checked,Do you love your stand mixer but hate struggling to wipe your flat beater clean? Discover the innovative SuperSpatch! SuperSpatch's patented design will wipe clean most flat beaters and will scrape yo...
B0917NGNWL,"600W Die-Cast Stand Mixer, FM302 All Metal Series Professional Electric Kitchen Mixer, 5.5Qt bowl 8-Speed Tilt-Head, 6 Attachments Hub",167,4.5,Amazon Home,OSTBA APPLIANCE,,https://m.media-amazon.com/images/I/61EZq0bEeKL._AC_SL1500_.jpg,,not checked,
B00C9I67NU,"KitchenAid Professional 600 Series KP26M1XER Bowl-Lift Stand Mixer, 6 Quart, Liquid Graphite",142,4.6,Amazon Home,KitchenAid,,https://m.media-amazon.com/images/I/71VWBr-PjfL._AC_SL1280_.jpg,,not checked,"The Professional 600 TM has a powerful motor that is crafted for commercial-style performance, the direct drive, all-steel gear transmission delivers unyielding power for professional results. The mix..."
B09W9PS18L,"Stand Mixer, Acekool 4QT 300W Household Small Food Mixers, Tilt-Head Dough Mixer for Baking & Cake, 6 Speeds Compact Kitchen Electric Mixer with Bowl, Dough Hook, Egg Whisk & Flat Beater",131,4.3,Industrial & Scientific,Acekool,,https://m.media-amazon.com/images/I/71nzUPd7hZL._SL1500_.jpg,,not checked,
B0899WJDF5,"SanLidA Stand Mixer Cover, Dust Cover with Top Handle & Pockets for Big Size 5-10 Quart Kitchen Mixer, Grey",129,4.6,Amazon Home,COOKLEE,,https://m.media-amazon.com/images/I/71CTBOcl23L._AC_SL1000_.jpg,,not checked,"COOKLEE Stand Mixer Cover, Dust Cover with Top Handle & Pockets for 5-10 Quart Kitchen Mixer, Grey Our SanLidA Mixer Cover is a perfect fit for your SanLidA tilt-head mixer, keeps clean and safe it. E..."
B08RRVD6LH,"Mixers Bowl Covers for KitchenAid 5.5-6 Quart Bowl Stand Mixers Bowl,Bowl Covers to Prevent Ingredients from Spilling, Fits Bowl-Lift models: KV25G, KP26M1X,(Only for stainless steel bowls) - 2 Pack",110,3.9,Amazon Home,Pokin,20.99,https://m.media-amazon.com/images/I/61eFDKc2A6L._AC_SL1500_.jpg,,not checked,"（2）Bowl covers - for KitchenAid 5/6 QT Tilt-Head Stand Mixers (Mixer and Bowl are not Included) Fits models: : KP2671X, KT2651X, KD2661X, KB26G1X, KP26M1X, KV25G0X, KV25G8X, KV25HOX, KP26M8X and so on..."
B088KGXRT9,"2 Pack Geesta K45ww Wire Whip Attachment for Kitchenaid Attachment 6 Wire Whisk Stainless Steel Fits KA Tilt-Head Stand Mixer for Baking, Pastry,Egg Cream Stirrer, Lcing, Mixing Accessory",109,4.4,Amazon Home,Geesta,,https://m.media-amazon.com/images/I/61RkDtkhDuL._AC_SL1500_.jpg,,not checked,
